"","subject","sentence","sentence_id","animacy","number","definiteness","tense","aspect","sentence.length","modal","be.have","response"
"695","tire","The tires needed to be patched",1707,"inanimate","plural","definite","past","simple",4,"no","no","non.generic"
"696","marble","Marbles always seem to get lost",1708,"inanimate","plural","indefinite","present","simple",5,"no","no","generic"
"697","toilet","Toilets overflowed in the company's restroom.",1719,"inanimate","plural","indefinite","past","simple",5,"no","no","non.generic"
"698","bed","The beds were pushed together suspiciously.",1720,"inanimate","plural","definite","past","simple",4,"no","no","non.generic"
"699","bear","A bear rummaged through her garbage can.",1723,"animate","singular","indefinite","past","simple",5,"no","no","non.generic"
"700","marble","The marble rolled under the sofa.",1745,"inanimate","singular","definite","past","simple",4,"no","no","non.generic"
"701","cow","The cows chewed grass and looked bored.",1751,"animate","plural","definite","past","simple",5,"no","no","non.generic"
"702","dog","Dogs chase cats only in stories",1758,"animate","plural","indefinite","present","simple",5,"no","no","generic"
"703","computer","A computer calculated the odds",1759,"inanimate","singular","indefinite","past","simple",3,"no","no","non.generic"
"704","piano","The pianos were played together",1760,"inanimate","plural","definite","past","simple",3,"no","no","non.generic"
"705","boat","A boat glided over the reef",1761,"inanimate","singular","indefinite","past","simple",4,"no","no","non.generic"
"706","chair","The chairs were arranged in a circle",1762,"inanimate","plural","definite","past","simple",5,"no","no","non.generic"
"707","skunk","A skunk stank something awful",1764,"animate","singular","indefinite","present","simple",3,"no","no","non.generic"
"708","car","Cars drove along the lines",1765,"inanimate","plural","indefinite","past","simple",4,"no","no","non.generic"
"709","marble","Marbles were never returned ",1766,"inanimate","plural","indefinite","past","simple",3,"no","no","non.generic"
"710","fence","The fence needed mending soon",1767,"inanimate","singular","definite","past","simple",3,"no","no","non.generic"
"711","camel","The camels drank their fill",1768,"animate","plural","definite","past","simple",3,"no","no","generic"
"712","toilet","A toilet was flushed after repair",1769,"inanimate","singular","indefinite","past","simple",4,"no","no","non.generic"
"713","butterfly","The butterfly fluttered upwards slowly",1770,"animate","singular","definite","past","simple",3,"no","no","non.generic"
"714","shark","A shark ate the scuba diver",1771,"animate","singular","indefinite","past","simple",4,"no","no","non.generic"
"715","rabbit","The rabbit ate lots of carrots",1772,"animate","singular","definite","past","simple",4,"no","no","non.generic"
"716","pig","The pigs ate and wallowed",1773,"animate","plural","definite","past","simple",3,"no","no","non.generic"
"717","turtle","The turtles swam away from shore",1774,"animate","plural","definite","past","simple",4,"no","no","non.generic"
"718","penguin","Penguins swam under ice",1775,"animate","plural","indefinite","past","simple",3,"no","no","non.generic"
"719","couch","A couch slouched in the middle",1776,"inanimate","singular","indefinite","past","simple",4,"no","no","non.generic"
"720","fox","The fox jumped over the dog",1777,"animate","singular","definite","past","simple",4,"no","no","non.generic"
"721","kite","The kites flew in unison",1779,"inanimate","plural","definite","past","simple",3,"no","no","non.generic"
"722","lion","A lion roared on cue",1780,"animate","singular","indefinite","past","simple",3,"no","no","non.generic"
"723","bicycle","Bicycles were kept in racks",1781,"inanimate","plural","indefinite","past","simple",4,"no","no","non.generic"
"724","light bulb","The light bulbs were changed for CFLs",1783,"inanimate","plural","definite","past","simple",4,"no","no","non.generic"
"725","shirt","A shirt was worn unbuttoned",1785,"inanimate","singular","indefinite","past","simple",3,"no","no","non.generic"
"726","cheetah","The cheetahs ran after the gazelle",1786,"animate","plural","definite","past","simple",4,"no","no","non.generic"
"727","peacock","The peacocks strutted around seriously",1788,"animate","plural","definite","past","simple",3,"no","no","non.generic"
"728","cow","Cows mooed in the field",1789,"animate","plural","indefinite","past","simple",4,"no","no","non.generic"
"729","guitar","A guitar was strummed onstage",1790,"inanimate","singular","indefinite","past","simple",3,"no","no","non.generic"
"730","bed","Beds were slept in",1791,"inanimate","plural","indefinite","past","simple",3,"no","no","non.generic"
"731","panda","A panda rolled over and played",1793,"animate","singular","indefinite","past","simple",4,"no","no","non.generic"
"732","clock","The clocks ticked and tocked all day",1794,"inanimate","plural","definite","past","simple",5,"no","no","generic"
"733","football","The football was thrown far",1795,"inanimate","singular","definite","past","simple",3,"no","no","non.generic"
"734","knife","Knives cut the vegetables smoothly",1796,"inanimate","plural","indefinite","past","simple",4,"no","no","generic"
"735","squirrel","The squirrels hoarded for winter",1797,"animate","plural","definite","past","simple",3,"no","no","generic"
"736","trumpet","The trumpet blew a fierce blast",1798,"inanimate","singular","definite","past","simple",4,"no","no","non.generic"
"737","kangaroo","A kangaroo jumped away from the dog",1799,"animate","singular","indefinite","past","simple",5,"no","no","non.generic"
"738","towel","The towels were left on the floor",1800,"inanimate","plural","definite","past","simple",5,"no","no","non.generic"
"739","tire","The tire blew up on impact",1801,"inanimate","singular","definite","past","simple",4,"no","no","non.generic"
"740","bear","The bear growled at the intruder",1802,"animate","singular","definite","past","simple",4,"no","no","non.generic"
"741","television","Televisions showed max headroom",1803,"inanimate","plural","indefinite","past","simple",3,"no","no","non.generic"
"742","elephant","An elephant mourned the dead",1804,"animate","singular","indefinite","past","simple",3,"no","no","non.generic"
"743","light bulb","A light bulb burnt out.",1807,"inanimate","singular","indefinite","past","simple",2,"no","no","non.generic"
"744","skunk","A skunk lifted its tail.",1808,"animate","singular","indefinite","past","simple",3,"no","no","non.generic"
"745","clock","Clocks ticked and chimed.",1809,"inanimate","plural","indefinite","past","simple",3,"no","no","non.generic"
"746","fence","Fences make good neighbors.",1810,"inanimate","plural","indefinite","present","simple",3,"no","no","generic"
"747","elephant","An elephant splashed water on his back.",1812,"animate","singular","indefinite","past","simple",5,"no","no","non.generic"
"748","trumpet","The trumpets blew loudly.",1813,"inanimate","plural","definite","past","simple",2,"no","no","non.generic"
"749","owl","Owls hooted and flew away.",1814,"animate","plural","indefinite","past","simple",4,"no","no","non.generic"
"750","toilet","The toilet overflowed and made a mess.",1815,"inanimate","singular","definite","past","simple",5,"no","no","non.generic"
"751","dolphin","The dolphin leaped into the air.",1816,"animate","singular","definite","past","simple",4,"no","no","non.generic"
"752","pig","A pig lives in a pigsty.",1818,"animate","singular","indefinite","present","simple",4,"no","no","generic"
"753","guitar","Guitars were strummed.",1819,"inanimate","plural","indefinite","past","simple",2,"no","no","generic"
"754","chair","The chair was tipped over.",1820,"inanimate","singular","definite","past","simple",3,"no","no","non.generic"
"755","camel","The camel spit on him!",1821,"animate","singular","definite","past","simple",3,"no","no","non.generic"
"756","fox","The foxes evaded the hounds.",1822,"animate","plural","definite","past","simple",3,"no","no","non.generic"
"757","football","The footballs were thrown.",1824,"inanimate","plural","definite","past","simple",2,"no","no","non.generic"
"758","butterfly","The butterfly landed on the flowers.",1826,"animate","singular","definite","past","simple",4,"no","no","non.generic"
"759","shark","Sharks swam menacingly.",1827,"animate","plural","indefinite","present","simple",2,"no","no","non.generic"
"760","cat","The cats meowed.",1828,"animate","plural","definite","past","simple",1,"no","no","non.generic"
"761","cow","The cow ate grass.",1829,"animate","singular","definite","past","simple",2,"no","no","non.generic"
"762","lion","Lions roared loudly.",1830,"animate","plural","indefinite","past","simple",2,"no","no","generic"
"763","car","A car ran a stop sign.",1831,"inanimate","singular","indefinite","past","simple",4,"no","no","non.generic"
"764","marble","The marble got captured by the opponent.",1834,"inanimate","singular","definite","past","simple",5,"no","no","non.generic"
"765","bear","The bears slumbered.",1835,"animate","plural","definite","past","simple",1,"no","no","non.generic"
"766","bed","A bed was made.",1836,"inanimate","singular","indefinite","past","simple",2,"no","no","non.generic"
"767","cheetah","A cheetah ran fast.",1837,"animate","singular","indefinite","past","simple",2,"no","no","non.generic"
"768","boat","Boats floated silently.",1838,"inanimate","plural","indefinite","past","simple",2,"no","no","non.generic"
"769","penguin","The penguin waddled across the ice.",1839,"animate","singular","definite","past","simple",4,"no","no","non.generic"
"770","rabbit","A rabbit hopped out of his cage.",1840,"animate","singular","indefinite","past","simple",5,"no","no","non.generic"
"771","zipper","The zipper hissed closed.",1841,"inanimate","singular","definite","past","simple",2,"no","no","non.generic"
"772","shirt","""A shirt read """"Peace is good.""""""",1842,"inanimate","singular","indefinite","past","simple",4,"no","no","non.generic"
"773","dog","The dog begged for treats.",1843,"animate","singular","definite","present","simple",3,"no","no","non.generic"
"774","lamp","Lamps were lit.",1844,"inanimate","plural","indefinite","past","simple",2,"no","no","non.generic"
"775","panda","A panda looked for leaves to eat.",1845,"animate","singular","indefinite","past","simple",5,"no","no","non.generic"
"776","kangaroo","The kangaroos hopped away.",1846,"animate","plural","definite","past","simple",2,"no","no","non.generic"
"777","peacock","Peacocks flashed their tails.",1847,"animate","plural","indefinite","past","simple",3,"no","no","non.generic"
"778","turtle","The turtles moved slowly.",1848,"animate","plural","definite","past","simple",2,"no","no","non.generic"
