animacy,feedback,sentence,WorkerId,number,tense.aspect.modal,sentence.length,aspect,tense.modal,be.have,subject,rt,response.factor,definiteness,type,tense.aspect,sentence_id,question_number,tense,X,response,language,SubmitTime,modal
inanimate,"""""",The computer is useful.,X0N5IVLMT18UOE9NSY0A18029TI37N,singular,present.simple,2,simple,present,yes,computer,3888,Generic,definite,target,present.simple,3090,35,present,NA,1,"""English""",Wed May 20 10:31:08 PDT 2015,no
inanimate,"""""",The shirts are white.,BF8TFZBCW1SUPOHALXZ0T3P03GDK5E,plural,present.simple,2,simple,present,yes,shirt,7719,Non-generic,definite,target,present.simple,3091,30,present,NA,2,"""English""",Tue May 19 09:46:53 PDT 2015,no
inanimate,"""""",A towel is dry.,ZH86U5W9JENQJ2QXTKBMQ8H8DHRFVT,singular,present.simple,2,simple,present,yes,towel,3203,Non-generic,indefinite,target,present.simple,3092,12,present,NA,2,"""English""",Tue May 19 09:43:45 PDT 2015,no
animate,"""""",Butterflies are in my stomach.,B95N4RIHOFQTFUI5FVX6C1JR9IS7LN,plural,present.simple,4,simple,present,yes,butterfly,4061,Generic,indefinite,target,present.simple,3093,29,present,NA,1,"""English""",Tue May 19 09:48:09 PDT 2015,no
inanimate,"""""",The lamps LIT UP THE SMALL ROOM. ,ACYTH8XEBYX8DG05CLTBG9S5HCX7U0,plural,past.simple,5,simple,past,no,lamp,4334,Non-generic,definite,target,past.simple,3094,14,past,NA,2,"""English""",Tue May 19 09:42:42 PDT 2015,no
animate,"""""",The fox RAN THROUGH THE FOREST. ,19S7UP081FQDD9WE2KD7TI6VOP3ROJ,singular,past.simple,4,simple,past,no,fox,2822,Non-generic,definite,target,past.simple,3095,19,past,NA,2,"""English""",Tue May 19 09:42:42 PDT 2015,no
animate,"""""",Penguins WADDLED THROUGH THE ICE. ,1K3AX5O3EGF4TY6NYM5X3Z1H1AZA19,plural,past.simple,4,simple,past,no,penguin,2893,Non-generic,indefinite,target,past.simple,3096,53,past,NA,2,"""English""",Tue May 19 10:00:55 PDT 2015,no
animate,"""""",A dolphin PLAYFULLY GREETED ITS HANDLER. ,2VNYEJQ84MREK8F4FZ62NVR9SR4XM0,singular,past.simple,4,simple,past,no,dolphin,3293,Non-generic,indefinite,target,past.simple,3097,32,past,NA,2,"""English""",Tue May 19 09:45:18 PDT 2015,no
animate,"""""",Camels CARRIED MEN THROUGH THE DESERT. ,NZZ1W5RY1N769N5COPE8IDOL599FSL,plural,past.simple,5,simple,past,no,camel,6604,Non-generic,indefinite,target,past.simple,3098,24,past,NA,2,"""English""",Tue May 19 09:50:50 PDT 2015,no
inanimate,"""""",The light bulb BURNT OUT AND HAD TO BE REPLACED. ,BNFRXYSNBL11I78X86BAT28OFMNLSU,singular,modal,7,simple,modal,no,light bulb,6987,Non-generic,definite,target,past.simple,3099,30,past,NA,2,"""English""",Tue May 19 09:51:41 PDT 2015,yes
animate,"""""",The turtles MOVED SLOWLY ACROSS THE ROAD. ,LR2TPH1JZI8H6W0RRZMVVHA50THHY3,plural,past.simple,5,simple,past,no,turtle,3007,Non-generic,definite,target,past.simple,3100,31,past,NA,2,"""english""",Wed May 20 10:45:22 PDT 2015,no
animate,"""""",The cat SCRATCHED AT THE DOOR. ,ISWWSQBX3FTYS955BND50N6A01T4UL,singular,past.simple,4,simple,past,no,cat,4454,Non-generic,definite,target,past.simple,3101,29,past,NA,2,"""English""",Tue May 19 09:50:32 PDT 2015,no
animate,"""""",The cows GATHERED AT THE FEED TROUGH. ,OHTNHXZUC63S4ZI6IGC0VD3DR1KAEO,plural,past.simple,5,simple,past,no,cow,2589,Non-generic,definite,target,past.simple,3102,53,past,NA,2,"""English""",Tue May 19 09:44:55 PDT 2015,no
animate,"""""",A panda ATE BAMBOO SHOOTS. ,ASD1E7WFFAJ8C9ZXOUVEV9ER9CIAY9,singular,past.simple,3,simple,past,no,panda,3292,Non-generic,indefinite,target,past.simple,3103,53,past,NA,2,"""English""",Tue May 19 09:51:24 PDT 2015,no
inanimate,"""""",The zipper GOT STUCK ON SOME FABRIC. ,YZE7S4F9M4EWYEJZS2X1QF4I7J4X87,singular,past.simple,5,simple,past,no,zipper,2563,Non-generic,definite,target,past.simple,3104,34,past,NA,2,"""English""",Tue May 19 09:49:34 PDT 2015,no
animate,"""""",Kangaroos HOPPED AROUND THE ENCLOSURE. ,93SLNIEG8GR0BCS6DEJCONYBT7HJ9F,plural,past.simple,4,simple,past,no,kangaroo,3634,Non-generic,indefinite,target,past.simple,3105,33,past,NA,2,"""English""",Tue May 19 09:44:49 PDT 2015,no
inanimate,"""""",Shirts HUNG NEATLY IN THE CLOSET. ,I9L7XVE0G90BC02TFT3Y819IU1ZOHX,plural,past.simple,5,simple,past,no,shirt,5454,Generic,indefinite,target,past.simple,3106,28,past,NA,1,"""English""",Tue May 19 09:49:34 PDT 2015,no
inanimate,"""""",A guitar STOOD IN THE CORNER. ,8G2H94CBW5MLDXGDG5NXKYC7ICN1U5,singular,past.simple,4,simple,past,no,guitar,2682,Non-generic,indefinite,target,past.simple,3107,9,past,NA,2,"""English""",Tue May 19 09:44:55 PDT 2015,no
inanimate,"""""",The footballs WERE WIPED DRY WITH A TOWEL. ,L0K909GAUVXX59HJSBWK9YLMB178GJ,plural,past.simple,6,simple,past,no,football,5082,Non-generic,definite,target,past.simple,3108,48,past,NA,2,"""english""",Wed May 20 10:51:38 PDT 2015,no
animate,"""""",A pigeon STOOD ON THE ROOF. ,4BCO48TBZDUQFMJW0OGF1Q09ZUOXMI,singular,past.simple,4,simple,past,no,pigeon,4620,Non-generic,indefinite,target,past.simple,3109,29,past,NA,2,"""English""",Tue May 19 09:45:47 PDT 2015,no
animate,"""none""",The zebra is not extinct.,7N3V2O3GRQKBV1CU8PYZ9MZL1IGMMV,singular,past.simple,3,simple,past,no,zebra,6933,Generic,definite,example,past.simple,3110,4,past,NA,1,"""English""",Tue May 19 09:46:21 PDT 2015,no
inanimate,"""none""",The chair BLOCKED THE ENTRANCE TO THE ROOM. ,D3FJSGDO5HGKVFLZOJ0AFDZQY6N0CX,singular,past.simple,6,simple,past,no,chair,3406,Non-generic,definite,target,past.simple,3110,7,past,NA,2,"""English""",Tue May 19 09:46:21 PDT 2015,no
inanimate,"""""",A bed SAT IN THE MIDDLE OF THE ROOM. ,XXZ0QAWNC6I1QLMT78ZZFB6SET84GW,singular,past.simple,7,simple,past,no,bed,7120,Non-generic,indefinite,target,past.simple,3111,26,past,NA,2,"""English""",Tue May 19 09:44:29 PDT 2015,no
animate,"""""",Pigs EAGERLY AWAITED THEIR FEEDING. ,F1N1QDS25421TZXKN1Q7HK7NALT8TM,plural,past.simple,4,simple,past,no,pig,6827,Non-generic,indefinite,target,past.simple,3112,8,past,NA,2,"""English""",Tue May 19 09:50:32 PDT 2015,no
animate,"""""",The shark SWAM NEAR THE BOAT. ,A19JEJVTDKR703FSH7XXC88FRGBN0O,singular,past.simple,4,simple,past,no,shark,3688,Non-generic,definite,target,past.simple,3113,44,past,NA,2,"""English""",Tue May 19 09:58:25 PDT 2015,no
inanimate,"""""",The couches WERE COVERED WITH PLASTIC. ,J2D0PAKIL72JDN09RFND5LNCQ630CR,plural,past.simple,4,simple,past,no,couch,4150,Non-generic,definite,target,past.simple,3114,29,past,NA,2,"""English""",Tue May 19 09:45:32 PDT 2015,no
animate,"""""",A rabbit ATE SEVERAL CARROTS. ,5DOIR54UDQ5Y4DT5XP12G94KO3XH62,singular,past.simple,3,simple,past,no,rabbit,2711,Non-generic,indefinite,target,past.simple,3115,42,past,NA,2,"""english""",Tue May 19 09:48:43 PDT 2015,no
inanimate,"""""",A television WAS SHOWING THE BASEBALL GAME. ,35WQLZYA8MD3YXVO9GG3D70GS96DTG,singular,past.progressive,5,progressive,past,no,television,6025,Non-generic,indefinite,target,past.progressive,3116,27,past,NA,2,"""english""",Tue May 19 09:43:57 PDT 2015,no
inanimate,"""""",The clocks WERE ALL SET ONE HOUR AHEAD. ,Q6C6EV2O7N724RDKWMT24M1CRKKNDC,plural,past.simple,6,simple,past,yes,clock,6075,Non-generic,definite,target,past.simple,3117,8,past,NA,2,"""English""",Tue May 19 09:45:01 PDT 2015,no
inanimate,"""""",Fences WERE FRESHLY PAINTED. ,EPSG3SCH5A6DSM91KVPAS8NJV1PJ5Y,plural,past.simple,3,simple,past,yes,fence,3552,Non-generic,indefinite,target,past.simple,3118,35,past,NA,2,"""English""",Tue May 19 09:50:32 PDT 2015,no
inanimate,"""Thanks!""",The knife SUNK INTO THE FRESHLY COOKED STEAK. ,RKASTP3EBKTXSKYGGVGOKFGNQT4Q0T,singular,past.simple,6,simple,past,no,knife,5242,Non-generic,definite,target,past.simple,3119,28,past,NA,2,"""English""",Tue May 19 09:43:51 PDT 2015,no
inanimate,"""""",Toilets WERE ON DISPLAY IN THE HARDWARE STORE. ,E36K1FK29HWXRGDAJFKMEQUVE3RPHV,plural,past.simple,7,simple,past,yes,toilet,6447,Non-generic,indefinite,target,past.simple,3120,41,past,NA,2,"""English""",Tue May 19 09:44:30 PDT 2015,no
inanimate,"""""",The bicycles WERE LOCKED TO THE STREET SIGN. ,2VLN7CHJ8ITTIYY7NS3XAYATWIKK8Y,plural,past.simple,6,simple,past,no,bicycle,2519,Non-generic,definite,target,past.simple,3121,9,past,NA,2,"""english""",Tue May 19 09:48:08 PDT 2015,no
animate,"""""",The owls MADE NOISES IN THE NIGHT. ,WT1OYX52N5STMFX6BW47YZ1NNOM25P,plural,present.simple,5,simple,present,no,owl,5142,Non-generic,definite,target,present.simple,3122,12,present,NA,2,"""ENGLISH""",Tue May 19 09:49:45 PDT 2015,no
animate,"""""",A butterfly FLUTTERED PEACEFULLY THROUGH THE AIR. ,LGUIHTCB93BDQTO0U9A00N897BCA51,singular,past.simple,5,simple,past,no,butterfly,6647,Non-generic,indefinite,target,past.simple,3123,8,past,NA,2,"""English""",Tue May 19 09:47:10 PDT 2015,no
animate,"""""",The squirrels STORED NUTS FOR THE WINTER. ,W6E3FNNREX7GPHCOJ6M0LQ0Y300DRU,plural,past.simple,5,simple,past,no,squirrel,3103,Generic,definite,target,past.simple,3124,36,past,NA,1,"""english""",Tue May 19 09:48:43 PDT 2015,no
inanimate,"""""",Pianos SAT GLEAMING IN THE MUSIC HALL. ,L4B755KRIO92KA7CCG5DQFOBMW0BZN,plural,past.simple,6,simple,past,no,piano,3727,Non-generic,indefinite,target,past.simple,3125,13,past,NA,2,"""ENGLISH""",Tue May 19 09:47:04 PDT 2015,no
inanimate,"""""",The trumpet PLAYED THE SONG LOUDLY. ,M1CZ511DG0VOJUMW4UWW5E1JFZ3CT5,singular,past.simple,4,simple,past,no,trumpet,2391,Non-generic,definite,target,past.simple,3126,51,past,NA,2,"""English""",Wed May 20 10:27:52 PDT 2015,no
animate,"""""",The gorillas GROOMED THEMSELVES AND EACH OTHER. ,KQTG32Z86VXJBFHXZJ6IL0KVYOLX86,plural,past.simple,5,simple,past,no,gorilla,3247,Non-generic,definite,target,past.simple,3127,35,past,NA,2,"""English""",Tue May 19 09:46:41 PDT 2015,no
animate,"""""",The lions SLEPT PEACEFULLY AFTER FEEDING. ,1JT7J2N3DZTN0RT46RZ4WGE3Y0JWLJ,plural,past.simple,4,simple,past,no,lion,5462,Non-generic,definite,target,past.simple,3128,41,past,NA,2,"""English""",Tue May 19 09:48:23 PDT 2015,no
animate,"""""",Bears OVERTURNED THE GARBAGE CAN. ,1AY2N9PGHLUSXIQDH8MJYIY7MAUE61,plural,past.simple,4,simple,past,no,bear,9551,Generic,indefinite,target,past.simple,3129,32,past,NA,1,"""English""",Tue May 19 09:58:25 PDT 2015,no
animate,"""Thank you!""",The peacock PROUDLY SHOWED ITS COLORS. ,5CBGTO0DTV6EZ25YA1TBKJ3DPMZZY3,singular,past.simple,4,simple,past,no,peacock,7422,Non-generic,definite,target,past.simple,3130,8,past,NA,2,"""English""",Tue May 19 09:57:23 PDT 2015,no
inanimate,"""thank you""",A tire ROLLED ACROSS THE PARKING LOT. ,5X6F6KG6UP8LX6SOPFGFHE69V9NK2W,singular,past.simple,5,simple,past,no,tire,5167,Non-generic,indefinite,target,past.simple,3131,50,past,NA,2,"""english""",Tue May 19 09:47:56 PDT 2015,no
animate,"""""",The dog SCRATCHED ITSELF. ,FVUBDH9NF8JBDMOY2ZG7O7Y5PKUBHB,singular,past.simple,2,simple,past,no,dog,2850,Non-generic,definite,target,past.simple,3132,17,past,NA,2,"""English""",Tue May 19 09:57:18 PDT 2015,no
inanimate,"""Interesting vocabulary and sentence meaning survey, I enjoyed taking it, thanks!""",Towels WERE HUNG IN THE BATHROOM. ,6AHHDH517JLJHS9Q9BX6QEO0VYVCS7,plural,past.simple,5,simple,past,no,towel,4052,Non-generic,indefinite,target,past.simple,3133,16,past,NA,2,"""English""",Tue May 19 09:47:31 PDT 2015,no
inanimate,"""""",A boat CUT QUICKLY THROUGH THE WATER. ,XN0TRM6T878VOL94EDJCYCWMX14US2,singular,past.simple,5,simple,past,no,boat,3362,Non-generic,indefinite,target,past.simple,3134,17,past,NA,2,"""english""",Tue May 19 09:46:40 PDT 2015,no
inanimate,"""""",The marbles ROLLED ACROSS THE FLOOR. ,6HQ1WIUPEIINJ6569V3LE4TSYRS8W6,plural,past.simple,4,simple,past,no,marble,3636,Non-generic,definite,target,past.simple,3135,32,past,NA,2,"""English""",Tue May 19 09:47:12 PDT 2015,no
animate,"""""",The zebra is not extinct.,HG5GQMLUDRB25FKTHE56VXARLVO7KE,singular,past.simple,3,simple,past,no,zebra,13950,Generic,definite,example,past.simple,3136,4,past,NA,1,"""English""",Tue May 19 10:02:21 PDT 2015,no
animate,"""""",Skunks FORAGED FOR FOOD. ,989UAYSOWE4SYXWSINQWXMPXKMELET,plural,past.simple,3,simple,past,no,skunk,3816,Non-generic,indefinite,target,past.simple,3136,7,past,NA,2,"""English""",Tue May 19 10:02:21 PDT 2015,no
animate,"""""",A cheetah SPRINTED THROUGH THE SAVANNA.,F31XN1KJ75CDTNIOWWQ9MFGCFTFHM7,singular,past.simple,4,simple,past,no,cheetah,4337,Non-generic,indefinite,target,past.simple,3137,29,past,NA,2,"""English""",Tue May 19 09:48:26 PDT 2015,no
inanimate,"""""",The kite FLEW HIGH OVERHEAD. ,O54C1BHRD1UHKCTX937D8PU192AKRP,singular,past.simple,3,simple,past,no,kite,2232,Generic,definite,target,past.simple,3138,37,past,NA,1,"""English""",Tue May 19 09:45:57 PDT 2015,no
inanimate,"""Neat survey.""",A car WAS ON DISPLAY ON THE SHOWROOM FLOOR. ,W48RWZQKG3W9IWZXZJK3AQDEE2NZCI,singular,past.simple,7,simple,past,yes,car,3490,Non-generic,indefinite,target,past.simple,3139,45,past,NA,2,"""English""",Tue May 19 09:46:46 PDT 2015,no
inanimate,"""""",Swords are weapons.,OBRVNLVND6I14569J9Q5GLJBT66G0Q,plural,past.simple,2,simple,past,no,sword,7093,Generic,indefinite,example,past.simple,3140,2,past,NA,1,"""English""",Tue May 19 10:02:21 PDT 2015,no
animate,"""""",A mouse lives in my house.,NQXRL1GFB2Y2LD9GHB4F3VB7JNUJAD,singular,past.simple,4,simple,past,no,mouse,12146,Non-generic,indefinite,example,past.simple,3140,1,past,NA,2,"""English""",Tue May 19 10:02:21 PDT 2015,no
inanimate,"""""",Computers ALLOWED ACCESS TO THE INTERNET. ,HCCP6US2HUVWL4AG8NJSQQHKPF15NS,plural,past.simple,5,simple,past,no,computer,5886,Generic,indefinite,target,past.simple,3140,5,past,NA,1,"""English""",Tue May 19 10:02:21 PDT 2015,no
animate,"""""",The elephant TRUMPETED A WARNING TO THE HUNTERS. ,4IEYYZVNLTX9GIVVBWREW7DSFGSY0C,singular,past.simple,6,simple,past,no,elephant,4466,Non-generic,definite,target,past.simple,3141,21,past,NA,2,"""English""",Tue May 19 10:00:55 PDT 2015,no
animate,"""""",The squirrels chittered at each other from different tree limbs.,U9MTHRZ0HG5QX5TSX08EF6GWLJ8AAU,plural,past.simple,8,simple,past,no,squirrel,2255,Non-generic,definite,target,past.simple,3142,35,past,NA,2,"""English""",Tue May 19 09:42:42 PDT 2015,no
inanimate,"""Thank you""",Marbles make marvelous toys.,7AXIBJ11YAAI2QMOL3SQLALTK77MEJ,plural,present.simple,3,simple,present,no,marble,3340,Generic,indefinite,target,present.simple,3143,52,present,NA,1,"""English""",Tue May 19 09:44:55 PDT 2015,no
animate,"""""",Elephants use their trunks to eat large melons.,Z7DAZSHWA5U0RSZSK9MMJMT8UMB7I5,plural,present.simple,7,simple,present,no,elephant,2128,Generic,indefinite,target,present.simple,3144,50,present,NA,1,"""English""",Tue May 19 09:45:57 PDT 2015,no
animate,"""""",A butterfly landed on my nose.,N2VFJO24X3D93TXG8CMG17BC8KT37I,singular,past.simple,4,simple,past,no,butterfly,1896,Non-generic,indefinite,target,past.simple,3145,27,past,NA,2,"""English""",Tue May 19 09:51:41 PDT 2015,no
inanimate,"""""",A computer processes millions of commands per second.,GIVRHQG02D2TEB04R9GQ55C67GC9ZZ,singular,present.simple,6,simple,present,no,computer,3711,Generic,indefinite,target,present.simple,3146,14,present,NA,1,"""English""",Tue May 19 09:48:26 PDT 2015,no
inanimate,"""""","The football deflated, ruining the game.",ZLI8M57911K7W89XTL8NWLW31OASV1,singular,past.simple,4,simple,past,no,football,2595,Non-generic,definite,target,past.simple,3147,10,past,NA,2,"""English""",Tue May 19 09:46:41 PDT 2015,no
inanimate,"""""",Light bulbs burn out less often than they used to.,02JCZXQC62OS0RAX9XFEBV547G3MLT,plural,past.simple,8,simple,past,no,light bulb,4298,Generic,indefinite,target,past.simple,3148,12,past,NA,1,"""English""",Tue May 19 09:57:18 PDT 2015,no
animate,"""thank you""",Owls are nocturnal birds.,LXUWRTJ2RCBPS7KMMF552TQORJ1B9R,plural,present.simple,3,simple,present,yes,owl,4444,Generic,indefinite,target,present.simple,3149,41,present,NA,1,"""english""",Tue May 19 09:47:56 PDT 2015,no
animate,"""""",The kangaroo cares for its baby.,OSUSN8N5PMP3FG5QC7JGKIZA6MM6US,singular,present.simple,4,simple,present,no,kangaroo,5249,Non-generic,definite,target,present.simple,3150,19,present,NA,2,"""english""",Tue May 19 09:47:14 PDT 2015,no
animate,"""""",The bear tries to catch salmon.,FZ7E40YUITTRRLH8VYDMTQEVM5FNCH,singular,present.simple,4,simple,present,no,bear,2570,Non-generic,definite,target,present.simple,3151,37,present,NA,2,"""English""",Tue May 19 09:59:32 PDT 2015,no
animate,"""""",Turtles are often confused with tortoises.,1A36ZX57BYIHJ0723SKW6ZXTSYSAGM,plural,present.simple,5,simple,present,no,turtle,3728,Generic,indefinite,target,present.simple,3152,40,present,NA,1,"""English""",Tue May 19 09:51:00 PDT 2015,no
animate,"""""",The camels came to the Ancient Near East with the Egyptians.,K3S619DKUR69LLF8CQRFQENS59ODZD,plural,past.simple,9,simple,past,no,camel,2532,Generic,definite,target,past.simple,3153,42,past,NA,1,"""english""",Tue May 19 09:44:29 PDT 2015,no
animate,"""""",A penguin mates for life.,8D3J37MIB6VQQOQFYCTZGJ8YGFXL0F,singular,present.simple,3,simple,present,no,penguin,3095,Non-generic,indefinite,target,present.simple,3154,33,present,NA,2,"""English""",Tue May 19 10:02:21 PDT 2015,no
animate,"""none""",The dolphin would like to thank you for all the fish.,3N67BRYKC0GUY9BETGPEEI7LVQ85VQ,singular,modal,9,simple,modal,no,dolphin,4695,Non-generic,definite,target,present.simple,3155,37,present,NA,2,"""english""",Tue May 19 09:46:51 PDT 2015,yes
animate,"""""",A cheetah runs faster than a puppy.,EEXO2FMVD63DWICY0PM5S0E1U3M63I,singular,present.simple,5,simple,present,no,cheetah,3533,Generic,indefinite,target,present.simple,3156,19,present,NA,1,"""English""",Tue May 19 09:47:59 PDT 2015,no
animate,"""""",The sharks swam too close to the shore.,VLRJ8LTEPEYH2OS4TWHNJEG1VYW8FR,plural,past.simple,6,simple,past,no,shark,2414,Non-generic,definite,target,past.simple,3157,33,past,NA,2,"""English""",Tue May 19 09:46:38 PDT 2015,no
animate,"""""",A dog barks all night.,FWB92FNS58S72JL6BFQGAKPV2FAQ8A,singular,present.simple,3,simple,present,no,dog,3528,Non-generic,indefinite,target,present.simple,3158,11,present,NA,2,"""english""",Tue May 19 09:46:40 PDT 2015,no
inanimate,"""""",The toilets flushed automatically.,7W2R3R45KV2GWJG1CC724VBHO4HAQA,plural,past.simple,2,simple,past,no,toilet,2484,Generic,definite,target,past.simple,3159,36,past,NA,1,"""english""",Tue May 19 09:46:43 PDT 2015,no
inanimate,"""""",The toilets flushed automatically.,4WDZSZYRNBCGA1YEIHIF7DM64R2VI9,plural,past.simple,2,simple,past,no,toilet,2062,Non-generic,definite,target,past.simple,3159,18,past,NA,2,"""english""",Tue May 19 10:24:36 PDT 2015,no
animate,"""""",A mouse lives in my house.,8VJFR0R7TOCNT19V16FD0PA0MV3GL0,singular,present.simple,4,simple,present,no,mouse,3989,Non-generic,indefinite,example,present.simple,3160,4,present,NA,2,"""English""",Tue May 19 09:53:33 PDT 2015,no
inanimate,"""""",Televisions sell better at Christmas than Father's Day.,8CV4MD79MX63LAM4UQTYF273TOEYEO,plural,present.simple,7,simple,present,no,television,4676,Generic,indefinite,target,present.simple,3160,7,present,NA,1,"""English""",Tue May 19 09:53:33 PDT 2015,no
inanimate,"""""",The kites flew close to each other and their strings became entangled.,4JD4QY8XIGJK1YHJSHXOYL4MSPY0TY,plural,past.simple,10,simple,past,no,kite,4038,Non-generic,definite,target,past.simple,3161,43,past,NA,2,"""English""",Tue May 19 09:48:26 PDT 2015,no
inanimate,"""""",A couch makes a terrible bed.,RI2SOOUUKFY8PT2MXELQSA555Y97PQ,singular,present.simple,4,simple,present,no,couch,3467,Generic,indefinite,target,present.simple,3162,11,present,NA,1,"""English""",Tue May 19 09:51:41 PDT 2015,no
inanimate,"""""",The pianos were placed throughout the city for passersby to play.,UX86ZC0QLGALG87HK03ATW0PQX1NMI,plural,past.simple,9,simple,past,no,piano,4206,Non-generic,definite,target,past.simple,3163,47,past,NA,2,"""English""",Tue May 19 09:50:50 PDT 2015,no
inanimate,"""""",Clocks sometimes chime the hour.,6L5U3UBIMR6232JY0Z55UX4IJX5EML,plural,present.simple,4,simple,present,no,clock,3580,Generic,indefinite,target,present.simple,3164,28,present,NA,1,"""English""",Tue May 19 09:45:18 PDT 2015,no
inanimate,"""""",Swords are weapons.,G5YQ9M7ANZXMU4NLHV2VTWNYITP9K4,plural,present.simple,2,simple,present,no,sword,7565,Generic,indefinite,example,present.simple,3165,3,present,NA,1,"""English""",Tue May 19 09:46:53 PDT 2015,no
inanimate,"""""",The buses were blocking traffic.,8OVFSCPEYK6QG62OUOVM8OWU8CUX27,plural,present.simple,3,simple,present,no,bus,10425,Non-generic,definite,example,present.simple,3165,1,present,NA,2,"""English""",Tue May 19 09:46:53 PDT 2015,no
animate,"""""",The gorilla struggles to escape its cage.,KC532JA482GQMYXHUUIB5FS2PL4UGC,singular,present.simple,5,simple,present,no,gorilla,3385,Non-generic,definite,target,present.simple,3165,5,present,NA,2,"""English""",Tue May 19 09:46:53 PDT 2015,no
animate,"""""",The zebra is not extinct.,EIQ17DXX3SBHINK970SJ6K3M3CF0OT,singular,present.simple,3,simple,present,no,zebra,6869,Generic,definite,example,present.simple,3165,2,present,NA,1,"""English""",Tue May 19 09:46:53 PDT 2015,no
animate,"""Neat survey.""",A cow chews its cud.,Q8XHKY5EKXSSPIJ5FSJXFOIQ9RGPQO,singular,present.simple,3,simple,present,no,cow,5089,Generic,indefinite,target,present.simple,3166,30,present,NA,1,"""English""",Tue May 19 09:46:46 PDT 2015,no
animate,"""none""",The lion stalks its prey.,J2WFCPAKI8JZD8NGIU2Q1RBC8FF9LH,singular,present.simple,3,simple,present,no,lion,4669,Non-generic,definite,target,present.simple,3167,32,present,NA,2,"""English""",Tue May 19 09:46:21 PDT 2015,no
inanimate,"""""",The cars raced down the track.,IK7UC1J7ZR8D45Q5MKX0KHM7AYA6TZ,plural,past.simple,4,simple,past,no,car,2344,Non-generic,definite,target,past.simple,3168,29,past,NA,2,"""English""",Tue May 19 09:46:50 PDT 2015,no
inanimate,"""""",A boat sinks slowly in the sea.,5WE1NUE8T7XBXL5IC82EQFY7UXH4AF,singular,present.simple,5,simple,present,no,boat,2452,Non-generic,indefinite,target,present.simple,3169,23,present,NA,2,"""English""",Tue May 19 09:45:01 PDT 2015,no
animate,"""""",The cats are on the roof.,KDORHMHZPXY1ZQZRK9YCK9U6G5G0I0,plural,present.simple,4,simple,present,yes,cat,1750,Non-generic,definite,target,present.simple,3170,23,present,NA,2,"""English""",Tue May 19 09:44:56 PDT 2015,no
inanimate,"""none""",The trumpets blare while bombs burst in the air.,DF4VCLORX972L39F8EKGYBTILKSQFK,plural,present.simple,7,simple,present,no,trumpet,7341,Non-generic,definite,target,present.simple,3171,51,present,NA,2,"""english""",Tue May 19 09:46:51 PDT 2015,no
animate,"""""",A rabbit nibbled a leaf of lettuce.,18E1IWW18638R3RGLQYT9B2FQ9TBYK,singular,past.simple,5,simple,past,no,rabbit,3446,Non-generic,indefinite,target,past.simple,3173,40,past,NA,2,"""English""",Tue May 19 09:43:45 PDT 2015,no
inanimate,,The shirt was torn when she tried to drag him out of the room.,C4DRMYZAVNLFHZMJCE4WTYFK98MYW6,singular,past.simple,12,simple,past,no,shirt,4502,Non-generic,definite,target,past.simple,3174,38,past,NA,2,,Tue May 19 09:58:50 PDT 2015,no
animate,"""""",Pigs eat slop and live in mud.,8HK10YLM6TRHQL1UVFOLF41QYB58YF,plural,present.simple,6,simple,present,no,pig,2927,Generic,indefinite,target,present.simple,3175,45,present,NA,1,"""English""",Tue May 19 09:43:45 PDT 2015,no
inanimate,"""""",The tire popped.,ZR8TDIVBPH37NL6YJV205XSSRDQ668,singular,past.simple,1,simple,past,no,tire,2117,Non-generic,definite,target,past.simple,3176,23,past,NA,2,"""english""",Tue May 19 09:47:37 PDT 2015,no
inanimate,"""""",The towel is an essential item to carry at all times.,TPF4II0WGCWCUJ0LL5J3LY694DX5YL,singular,present.simple,9,simple,present,yes,towel,6687,Generic,definite,target,present.simple,3177,34,present,NA,1,"""English""",Tue May 19 09:46:53 PDT 2015,no
animate,"""""",Peacocks preen their feathers.,SSV7792F8L5HTCW1CN3NZKQ8CESSEA,plural,present.simple,3,simple,present,no,peacock,1677,Generic,indefinite,target,present.simple,3178,53,present,NA,1,"""English""",Tue May 19 09:53:33 PDT 2015,no
animate,"""none""",The skunk fled from the young couple who startled it.,ZBQFWAD8EXJ4WLMY009RGD6PIIC314,singular,past.simple,8,simple,past,no,skunk,4222,Non-generic,definite,target,past.simple,3179,33,past,NA,2,"""English""",Tue May 19 09:46:21 PDT 2015,no
inanimate,"""""",Beds are very comfortable.,UI86FWKUH65HAAKR9II1VQNIR315GI,plural,present.simple,3,simple,present,yes,bed,4333,Generic,indefinite,target,present.simple,3180,18,present,NA,1,"""English""",Tue May 19 09:48:09 PDT 2015,no
inanimate,"""""",A chair belongs at a desk.,IAL423VUV7CL8PM2VX151RQJXLJLDY,singular,present.simple,4,simple,present,no,chair,4229,Generic,indefinite,target,present.simple,3182,20,present,NA,1,"""English""",Tue May 19 09:46:41 PDT 2015,no
animate,"""I liked the fox question.""","""The foxes say """"Ring-ding-ding-ding-dingeringeding""""!""",3PM386E56V9DWUGVBBUPF2QFFWGSSP,plural,present.simple,2,simple,present,no,fox,6149,Non-generic,definite,target,present.simple,3183,51,present,NA,2,"""English""",Tue May 19 09:49:38 PDT 2015,no
